,Area,Area Type,Car Parking,Flat Details,Floor Number,Furnished Status,Possession On,Posted By,Posted By Name,Posted Date,Price,Price/Sqft,Property Type
123,660 sqft,Carpet Area,,"    Office Space  for Sale in Park Plaza, Dhanori ",,,2 out of 7,Builder,Pride Purple Group,"Jan 23, '18", 57 Lac,,
124,1338 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Park Titanium, Wakad, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,Pride Purple Group,"Feb 02, '18", 1.29 Cr, 9641,New Property
125,1440 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Park Titanium, Wakad, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,Pride Purple Group,"Feb 02, '18", 1.38 Cr, 9583,New Property
126,1810 sqft,carpet area,,"    4 BHK Apartment  for Sale in Kasturi Epitome, Wakad, Pimpri Chinchwad ",,Semi-Furnished,Possession by Dec '20,Builder,Kasturi Housing,"Feb 19, '18", 2.07 Cr,,New Property
127,103 sqm,carpet area,,"    2 BHK Apartment  for Sale in Eon Homes, Hinjewadi ",,Unfurnished,Possession by Dec '20,Builder,Kasturi Housing,"Feb 19, '18", 88 Lac,,New Property
128,76 sqm,carpet area,,"    2 BHK Apartment  for Sale in Eon Homes, Hinjewadi ",,Unfurnished,Possession by Dec '22,Builder,Kasturi Housing,"Feb 19, '18", 65 Lac,,New Property
129,87 sqm,carpet area,,"    2 BHK Apartment  for Sale in Eon Homes, Hinjewadi ",,Unfurnished,Possession by Dec '22,Builder,Kasturi Housing,"Feb 19, '18", 78 Lac,,New Property
130,706 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Pratham Yash Residency, Lohegaon ",3 out of 4 floors,Semi-Furnished,Ready to Move,Builder,Pratham Yash Associates,"Mar 02, '18", 50 Lac,,New Property
131,691 sqft,carpet area,,"    2 BHK Apartment  for Sale in Pratham Yash Residency, Kuthwad Colony, Lohegaon ",2 out of 4 floors,Semi-Furnished,Ready to Move,Builder,Pratham Yash Associates,"Mar 02, '18", 45.2 Lac,,New Property
132,1074 sqft,carpet area,2 Covered,"    3 BHK Apartment  for Sale in Amar Serenity, Baner - Pashan Link Road ",6,Unfurnished,Possession by Mar '19,Builder,Amar Builders,"Dec 19, '17", 1.15 Cr,,New Property
133,1123 sqft,carpet area,2 Covered,"    3 BHK Apartment  for Sale in Amar Serenity, Baner - Pashan Link Road ",6,Unfurnished,Possession by Mar '19,Builder,Amar Builders,"Dec 19, '17", 1.20 Cr,,New Property
134,930 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Pratham Yash Residency, Lohegaon ",3 out of 8 floors,Unfurnished,Ready to Move,Builder,Pratham Yash Associates,"Feb 28, '18", 41 Lac, 4409,New Property
135,360 sqft,carpet area,,"    1 BHK Apartment  for Sale in Ganga Fernhill, Undri ",1,Unfurnished,Ready to Move,Builder,Goel Ganga Developments,"Mar 06, '18", 32.4 Lac,,New Property
136,577 sqft,carpet area,,"    2 BHK Apartment  for Sale in Ganga Fernhill, Undri ",1,Unfurnished,Ready to Move,Builder,Goel Ganga Developments,"Mar 06, '18", 52.5 Lac,,New Property
137,585 sqft,carpet area,,"    2 BHK Apartment  for Sale in Ganga Fernhill, Undri ",1,Unfurnished,Ready to Move,Builder,Goel Ganga Developments,"Mar 06, '18", 53 Lac,,New Property
138,356 sqft,carpet area,,"    1 BHK Apartment  for Sale in Ganga Fernhill, Undri ",1,Unfurnished,Ready to Move,Builder,Goel Ganga Developments,"Mar 06, '18", 32.1 Lac,,New Property
139,406 sqft,carpet area,,"    1 BHK Apartment  for Sale in Ganga Fernhill, Undri ",1,Unfurnished,Ready to Move,Builder,Goel Ganga Developments,"Mar 06, '18", 42.5 Lac,,New Property
140,561 sqft,carpet area,,"    2 BHK Apartment  for Sale in Ganga Fernhill, Undri ",1,Unfurnished,Ready to Move,Builder,Goel Ganga Developments,"Mar 06, '18", 51.4 Lac,,New Property
141,646 sqft,carpet area,,"    2 BHK Apartment  for Sale in Panchamrut, Ambe Gaon ",,Unfurnished,New Property,Builder,Kool Homes,"Jan 31, '18", 68.5 Lac,,New Property
142,669 sqft,carpet area,,"    2 BHK Apartment  for Sale in Panchamrut, Ambe Gaon ",,Unfurnished,New Property,Builder,Kool Homes,"Jan 31, '18", 63.5 Lac,,New Property
143,836 sqft,carpet area,,"    3 BHK Apartment  for Sale in Panchamrut, Ambe Gaon ",,Unfurnished,New Property,Builder,Kool Homes,"Jan 31, '18", 85.5 Lac,,New Property
144,678 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Adreno Towers, Amanora Park Town ",32 out of 32 floors,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Mar 08, '18", 57 Lac, 8407,New Property
145,82 sqm,super area,1 Covered,"    2 BHK Apartment  for Sale in Gateway Towers, Amanora Park Town ",3 out of 45 floors,Unfurnished,3 out of 45 floors,Builder,Amanora Park Town,"Mar 07, '18", 1.30 Cr, 14728,New Property
146,82 sqm,super area,1 Covered,"    2 BHK Apartment  for Sale in Gateway Towers, Amanora Park Town ",3 out of 45 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Mar 07, '18", 1.30 Cr, 14728,New Property
147,151 sqm,super area,1 Covered,"    4 BHK Apartment  for Sale in Gateway Towers, Amanora Park Town ",8 out of 45 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Mar 07, '18", 2.45 Cr, 15073,New Property
148,130 sqm,super area,1 Covered,"    3 BHK Apartment  for Sale in Gateway Towers, Amanora Park Town ",3 out of 45 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Mar 07, '18", 2.16 Cr, 15436,New Property
149,85 sqm,super area,1 Covered,"    2 BHK Apartment  for Sale in Gateway Towers, Amanora Park Town ",4 out of 45 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Mar 07, '18", 1.40 Cr, 15301,New Property
150,2478 sqft,super area,1 Covered,"    4 BHK Apartment  for Sale in Future Towers, Amanora Park Town ",29 out of 29 floors,Unfurnished,Ready to Move,Builder,Amanora Park Town,"Feb 17, '18", 1.83 Cr, 7385,New Property
151,2478 sqft,super area,1 Covered,"    4 BHK Apartment  for Sale in Future Towers, Amanora Park Town ",28 out of 29 floors,Unfurnished,Ready to Move,Builder,Amanora Park Town,"Feb 17, '18", 1.83 Cr, 7385,New Property
152,41 sqm,super area,1 Covered,"    1 BHK Apartment  for Sale in Adreno Towers, Amanora Park Town ",32 out of 32 floors,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Feb 28, '18", 55 Lac, 12462,New Property
153,2019 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Future Towers, Amanora Park Town ",29 out of 29 floors,Unfurnished,Ready to Move,Builder,Amanora Park Town,"Feb 17, '18", 1.40 Cr, 6934,New Property
154,2245 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Amanora Aspire Towers, Amanora Park Town ",25 out of 26 floors,Unfurnished,Ready to Move,Builder,Amanora Park Town,"Jan 25, '18", 1.85 Cr, 8241,New Property
155,527 sqft,super area,1 Covered,"    Studio Apartment  for Sale in Future Towers, Amanora Park Town ",20 out of 20 floors,Furnished,Ready to Move,Builder,Amanora Park Town,"Feb 17, '18", 34.3 Lac, 6509,New Property
156,2019 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Future Towers, Amanora Park Town ",29 out of 29 floors,Unfurnished,Ready to Move,Builder,Amanora Park Town,"Feb 17, '18", 1.40 Cr, 6934,New Property
157,957 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Amanora Neo Towers, Amanora Park Town ",31 out of 31 floors,Unfurnished,Possession by Sep '18,Builder,Amanora Park Town,"Feb 17, '18", 84 Lac, 8777,New Property
158,1123 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Adreno Towers, Amanora Park Town ",32 out of 32 floors,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Feb 24, '18", 92 Lac, 8192,New Property
159,41 sqm,super area,1 Covered,"    1 BHK Apartment  for Sale in Adreno Towers, Amanora Park Town ",20 out of 20 floors,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Feb 21, '18", 55 Lac, 12462,New Property
160,1123 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Adreno Towers, Amanora Park Town ",32 out of 32 floors,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Feb 24, '18", 92 Lac, 8192,New Property
161,2235 sqft,super area,1 Covered,"    4 BHK Apartment  for Sale in Amanora Neo Towers, Amanora Park Town ",31 out of 31 floors,Unfurnished,Possession by Sep '18,Builder,Amanora Park Town,"Feb 17, '18", 1.82 Cr, 8143,New Property
162,1578 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Amanora Neo Towers, Amanora Park Town ",31 out of 31 floors,Unfurnished,Possession by Sep '18,Builder,Amanora Park Town,"Feb 17, '18", 1.30 Cr, 8238,New Property
163,957 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Amanora Neo Towers, Amanora Park Town ",31 out of 31 floors,Unfurnished,Possession by Oct '18,Builder,Amanora Park Town,"Feb 17, '18", 84 Lac, 8777,New Property
164,681 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Amanora Neo Towers, Amanora Park Town ",31 out of 31 floors,Unfurnished,Possession by Sep '18,Builder,Amanora Park Town,"Feb 17, '18", 58 Lac, 8517,New Property
165,83 sqm,super area,1 Covered,"    2 BHK Apartment  for Sale in Gateway Towers, Amanora Park Town ",20 out of 20 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Jan 27, '18", 1.30 Cr, 14551,New Property
166,1533 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Adreno Towers, Amanora Park Town ",32 out of 32 floors,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Feb 21, '18", 1.25 Cr, 8154,New Property
167,69 sqm,super area,1 Covered,"    1 BHK Apartment  for Sale in Gateway Towers, Amanora Park Town ",6 out of 25 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Jan 25, '18", 1.10 Cr, 14810,New Property
168,1850 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Gateway Towers, Amanora Park Town ",25 out of 25 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Jan 24, '18", 2.06 Cr, 11135,New Property
169,1850 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Gateway Towers, Amanora Park Town ",25 out of 25 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Jan 31, '18", 2.06 Cr, 11135,New Property
170,975 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Gateway Towers, Amanora Park Town ",25 out of 25 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Jan 27, '18", 1 Cr, 10256,New Property
171,1175 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Gateway Towers, Amanora Park Town ",25 out of 25 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Jan 25, '18", 1.20 Cr, 10213,New Property
172,1175 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Gateway Towers, Amanora Park Town ",25 out of 25 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Jan 24, '18", 1.20 Cr, 10213,New Property
173,1258 sqft,super area,,"    3 BHK Apartment  for Sale in Park Titanium, Wakad, Pimpri Chinchwad ",5 out of 12 floors,Unfurnished,Possession by Dec '18,Builder,Pride Purple Group,"Mar 07, '18", 1.21 Cr, 9618,New Property
174,1830 sqft,carpet area,1 Covered,"    4 BHK Apartment  for Sale in Kasturi Epitome, Wakad, Pimpri Chinchwad ",12 out of 17 floors,Semi-Furnished,Possession by Dec '20,Builder,Kasturi Housing,"Mar 07, '18", 2.09 Cr,,New Property
175,1895 sqft,carpet area,1 Covered,"    4 BHK Apartment  for Sale in Kasturi Epitome, Wakad, Pimpri Chinchwad ",5 out of 17 floors,Semi-Furnished,Possession by Dec '20,Builder,Kasturi Housing,"Mar 07, '18", 2.19 Cr,,New Property
176,1810 sqft,carpet area,1 Covered,"    4 BHK Apartment  for Sale in Kasturi Epitome, Wakad, Pimpri Chinchwad ",10 out of 17 floors,Semi-Furnished,Possession by Dec '20,Builder,Kasturi Housing,"Mar 07, '18", 2.07 Cr,,New Property
177,1810 sqft,carpet area,1 Covered,"    4 BHK Apartment  for Sale in Kasturi Epitome, Wakad, Pimpri Chinchwad ",2 out of 17 floors,Semi-Furnished,Possession by Jun '19,Builder,Kasturi Housing,"Mar 07, '18", 2.07 Cr,,New Property
178,1830 sqft,carpet area,1 Covered,"    4 BHK Apartment  for Sale in Kasturi Epitome, Wakad, Pimpri Chinchwad ",6 out of 17 floors,Semi-Furnished,Possession by Jun '19,Builder,Kasturi Housing,"Mar 07, '18", 2.09 Cr,,New Property
179,1514 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Park Titanium, Wakad, Pimpri Chinchwad ",7 out of 12 floors,Unfurnished,Possession by Dec '18,Builder,Pride Purple Group,"Mar 07, '18", 1.44 Cr, 9511,New Property
180,1338 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Park Titanium, Wakad, Pimpri Chinchwad ",5 out of 12 floors,Unfurnished,Possession by Dec '18,Builder,Pride Purple Group,"Mar 07, '18", 1.29 Cr, 9641,New Property
181,1440 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Park Titanium, Wakad, Pimpri Chinchwad ",10 out of 12 floors,Unfurnished,Possession by Dec '18,Builder,Pride Purple Group,"Mar 07, '18", 1.38 Cr, 9583,New Property
182,1895 sqft,super area,1 Covered,"    4 BHK Apartment  for Sale in Kasturi Epitome, Wakad, Pimpri Chinchwad ",7 out of 17 floors,Semi-Furnished,Possession by Jun '19,Builder,Kasturi Housing,"Mar 07, '18", 2.19 Cr, 11557,New Property
183,1830 sqft,super area,1 Covered,"    4 BHK Apartment  for Sale in Kasturi Epitome, Wakad, Pimpri Chinchwad ",3 out of 17 floors,Semi-Furnished,Possession by Jun '19,Builder,Kasturi Housing,"Mar 07, '18", 2.09 Cr, 11421,New Property
184,77 sqm,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Eon Homes, Phase 3, Hinjawadi ",3 out of 20 floors,Semi-Furnished,Possession by Dec '22,Builder,Kasturi Housing,"Feb 28, '18", 65 Lac,,New Property
185,119 sqm,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Eon Homes, Hinjewadi ",7 out of 20 floors,Semi-Furnished,Possession by Dec '20,Builder,Kasturi Housing,"Feb 24, '18", 1.02 Cr,,New Property
186,88 sqm,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Eon Homes, Phase 3, Hinjawadi ",2 out of 20 floors,Semi-Furnished,Possession by Dec '22,Builder,Kasturi Housing,"Feb 24, '18", 78 Lac,,New Property
187,87 sqm,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Eon Homes, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi ",3 out of 20 floors,Unfurnished,Possession by Dec '20,Builder,Kasturi Housing,"Feb 17, '18", 76.4 Lac,,New Property
188,1810 sqft,carpet area,1 Covered,"    4 BHK Apartment  for Sale in Kasturi Epitome, Wakad, Pimpri Chinchwad ",3 out of 17 floors,Furnished,Possession by Jun '19,Builder,Kasturi Housing,"Feb 17, '18", 2.07 Cr,,New Property
189,1895 sqft,super area,1 Covered,"    4 BHK Apartment  for Sale in Kasturi Epitome, Wakad, Pimpri Chinchwad ",5 out of 17 floors,Furnished,Possession by Jun '19,Builder,Kasturi Housing,"Feb 17, '18", 2.19 Cr, 11557,New Property
190,1810 sqft,super area,1 Covered,"    4 BHK Apartment  for Sale in Kasturi Epitome, Wakad, Pimpri Chinchwad ",4 out of 17 floors,Semi-Furnished,Possession by Jun '19,Builder,Kasturi Housing,"Feb 17, '18", 2.07 Cr, 11436,New Property
191,1074 sqft,carpet area,2 Covered,"    3 BHK Apartment  for Sale in Amar Serenity, Baner - Pashan Link Road ",5 out of 18 floors,Unfurnished,Possession by Mar '19,Builder,Amar Builders,"Mar 08, '18", 1.15 Cr,,New Property
192,1123 sqft,carpet area,2 Covered,"    3 BHK Apartment  for Sale in Amar Serenity, Baner - Pashan Link Road ",4 out of 18 floors,Unfurnished,Possession by Mar '19,Builder,Amar Builders,"Mar 07, '18", 1.20 Cr,,New Property
193,1074 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Amar Serenity, Baner - Pashan Link Road ",2 out of 18 floors,Unfurnished,Possession by Mar '19,Builder,Amar Builders,"Mar 07, '18", 1.15 Cr,,New Property
194,691 sqft,carpet area,,"    2 BHK Apartment  for Sale in Astonia Classic, Undri ",2 out of 12 floors,Unfurnished,2 out of 12 floors,Builder,Amit Enterprises Housing Ltd.,"Feb 22, '18", 45 Lac,,New Property
195,819 sqft,super area,,"    2 BHK Apartment  for Sale in Amit Bloomfield, Ambe Gaon ",,Unfurnished,New Property,Builder,Amit Enterprises Housing Ltd.,"Feb 23, '18", 65 Lac, 7937,New Property
196,844 sqft,super area,,"    2 BHK Apartment  for Sale in Amit Bloomfield, Ambe Gaon ",,Unfurnished,New Property,Builder,Amit Enterprises Housing Ltd.,"Feb 23, '18", 65 Lac, 7701,New Property
197,685 sqft,super area,,"    2 BHK Apartment  for Sale in Astonia Classic, Undri ",2 out of 12 floors,Unfurnished,2 out of 12 floors,Builder,Amit Enterprises Housing Ltd.,"Feb 22, '18", 45 Lac, 6569,New Property
198,1168 sqft,super area,,"    3 BHK Apartment  for Sale in Amit Bloomfield, Ambe Gaon ",,Unfurnished,New Property,Builder,Amit Enterprises Housing Ltd.,"Feb 23, '18", 86 Lac, 7363,New Property
199,1197 sqft,super area,,"    3 BHK Apartment  for Sale in Amit Bloomfield, Ambe Gaon ",,Unfurnished,New Property,Builder,Amit Enterprises Housing Ltd.,"Feb 23, '18", 86 Lac, 7185,New Property
200,1113 sqft,super area,,"    3 BHK Apartment  for Sale in Amit Bloomfield, Ambe Gaon ",,Unfurnished,New Property,Builder,Amit Enterprises Housing Ltd.,"Feb 23, '18", 86 Lac, 7727,New Property
201,1148 sqft,super area,,"    3 BHK Apartment  for Sale in Amit Bloomfield, Ambe Gaon ",,Unfurnished,New Property,Builder,Amit Enterprises Housing Ltd.,"Feb 23, '18", 86 Lac, 7491,New Property
202,72 sqm,super area,1 Open,"    2 BHK Apartment  for Sale in Atria Grande, Undri ",3 out of 11 floors,Unfurnished,Possession by Dec '19,Builder,Atria Constructions,"Mar 08, '18", 43.8 Lac, 5651,New Property
203,72 sqm,super area,1 Covered,"    2 BHK Apartment  for Sale in Atria Grande, Undri ",3 out of 11 floors,Unfurnished,Possession by Dec '19,Builder,Atria Constructions,"Mar 08, '18", 43.5 Lac, 5613,New Property
204,751 sqft,super area,,"    2 BHK Apartment  for Sale in The Leaf, Katraj Kondhwa Road ",,Unfurnished,Possession by Aug '18,Builder,The Scapers & Kothari Brothers,"Mar 06, '18", 45.6 Lac, 6073,New Property
205,915 sqft,super area,,"    2 BHK Apartment  for Sale in Sukhwani Panorama, Sus ",,Unfurnished,Ready to Move,Builder,Sukhwani Life Spaces,"Feb 24, '18", 57.2 Lac, 6256,New Property
206,1065 sqft,super area,,"    2 BHK Apartment  for Sale in Sukhwani Panorama, Sus ",,Unfurnished,Ready to Move,Builder,Sukhwani Life Spaces,"Feb 24, '18", 60.1 Lac, 5643,New Property
207,1010 sqft,super area,,"    2 BHK Apartment  for Sale in Sukhwani Panorama, Sus ",,Unfurnished,Ready to Move,Builder,Sukhwani Life Spaces,"Feb 24, '18", 62.6 Lac, 6201,New Property
208,890 sqft,super area,,"    2 BHK Apartment  for Sale in Sukhwani Panorama, Sus ",,Unfurnished,Ready to Move,Builder,Sukhwani Life Spaces,"Feb 24, '18", 55.8 Lac, 6273,New Property
209,1454 sqft,super area,,"    3 BHK Apartment  for Sale in Konark Bella Vista, Magarpatta City ",,Unfurnished,Ready to Move,Builder,Karia Developers,"Mar 08, '18", 1.63 Cr, 11210,New Property
210,1063 sqft,super area,,"    2 BHK Apartment  for Sale in Konark Bella Vista, Magarpatta City ",,Unfurnished,Ready to Move,Builder,Karia Developers,"Mar 08, '18", 1.18 Cr, 11101,New Property
211,1035 sqft,super area,,"    2 BHK Apartment  for Sale in Konark Orchid, Wagholi ",,Unfurnished,Ready to Move,Builder,Karia Developers,"Mar 08, '18", 60 Lac, 5797,New Property
212,600 sqft,super area,,"    1 BHK Apartment  for Sale in Konark Orchid, Wagholi ",,Unfurnished,Ready to Move,Builder,Karia Developers,"Mar 08, '18", 38 Lac, 6333,New Property
213,738 sqft,super area,,"    2 BHK Apartment  for Sale in The Leaf, Katraj Kondhwa Road ",,Unfurnished,Possession by Aug '18,Builder,The Scapers & Kothari Brothers,"Mar 06, '18", 44.9 Lac, 6080,New Property
214,742 sqft,super area,,"    2 BHK Apartment  for Sale in The Leaf, Katraj Kondhwa Road ",,Unfurnished,Possession by Aug '18,Builder,The Scapers & Kothari Brothers,"Mar 06, '18", 45.1 Lac, 6081,New Property
