,BSE Buy QTY,BSE Open,BSE Prev Close,BSE Price,BSE Sell QTY,BSE Vol,BSE Vol 10,BSE Vol 30,BSE Vol 5,NSE Open,NSE Prev Close,NSE Price,NSE Vol,NSE Vol 10,NSE Vol 30,NSE Vol 5,Senti Buy,Senti Hold,Senti Recommend,Senti Sell,Stock Name,Stock Sector
131,1035,1265.35,1260.50,1263.65,513,"4,943","5,686","4,614","6,248",1268.00,1261.15,1262.25,"31,629","230,470","163,925","331,816",50%,50%,50% selling,50%,Emami Ltd.,PERSONAL CARE
132,194,1270.15,1265.30,1276.75,620,"3,917","3,194","46,686","3,108",1283.95,1279.50,1280.00,"95,351","48,061","82,846","41,348",,,,,Endurance Technologies Ltd.,AUTO - 2 & 3 WHEELERS
133,5800,183.00,178.60,180.45,5375,"127,149","384,778","252,232","524,255",179.00,178.25,180.55,"1,587,376","2,132,700","2,405,886","2,836,064",100%,,,,Engineers India Ltd.,INFRASTRUCTURE - GENERAL
134,269,787.75,785.60,780.60,458,983,"21,639","19,991",897,782.15,775.95,778.50,"3,308","71,372","49,797","13,568",,,,,Entertainment Network India Ltd.,MEDIA & ENTERTAINMENT
135,10.71 K,151.00,151.00,154.95,8825,"242,738","488,170","282,073","423,365",151.05,150.90,155.15,"2,363,308","4,638,190","2,560,724","4,137,992",100%,,,,Equitas Holdings Ltd.,FINANCE - GENERAL
136,7481,225.05,222.85,224.65,8800,"170,874","345,938","212,997","277,197",223.40,223.20,224.55,"500,722","1,853,160","1,194,205","1,277,049",100%,,,,Eros International Media Ltd.,MEDIA & ENTERTAINMENT
137,4066,760.00,758.15,771.05,1829,"180,167","159,719","154,957","164,885",760.00,757.05,772.45,"780,987","1,199,317","1,177,635","995,441",,,,,Escorts Ltd.,AUTO - TRACTORS
138,4122,294.00,291.90,294.90,7450,"2,544","7,201","6,789","6,337",296.35,293.55,296.25,"18,680","43,883","59,788","40,950",,,,,Essel Propack Ltd.,PACKAGING
139,2955,445.00,449.00,444.25,1564,"4,781","79,423","38,500","12,520",445.80,449.00,443.55,"50,646","194,502","157,657","123,565",,,,,Eveready Industries India Ltd.,DRY CELLS
140,5252,221.70,222.50,221.75,10.47 K,"86,425","182,877","175,935","217,094",220.50,222.25,221.20,"1,192,245","1,816,407","1,695,758","2,312,734",20%,60%,60% holding,20%,Exide Industries Ltd.,AUTO ANCILLARIES
141,4194,239.10,237.65,237.95,4236,"6,937","10,905","20,779","15,726",240.00,238.15,238.55,"38,027","84,327","151,929","105,998",,,,,FDC Ltd.,PHARMACEUTICALS
142,34.41 K,102.25,102.15,103.10,44.24 K,"820,512","2,024,475","1,059,510","2,526,146",102.00,102.15,103.15,"13,469,524","14,314,504","8,923,013","19,871,087",76%,,,24%,Federal Bank Ltd.,BANKS - PRIVATE SECTOR
143,7494,722.10,707.70,743.00,1068,"12,860","6,115","21,804","4,741",718.00,711.15,741.75,"97,311","41,812","99,859","33,443",100%,,,,Finolex Cables Ltd.,CABLES - TELEPHONE
144,2508,641.55,643.25,662.40,779,"8,195","31,650","20,259","4,347",640.00,645.40,665.20,"352,156","56,857","49,176","70,654",,,,,Finolex Industries Ltd.,PETROCHEMICALS
145,94.03 K,44.90,44.65,44.65,1.94 L,"1,714,887","2,191,834","1,203,696","3,281,725",44.75,44.65,44.70,"6,043,452","12,360,762","6,206,637","18,826,262",100%,,,,Firstsource Solutions Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
146,1389,3285.00,3281.25,3295.35,1367,"22,184","25,315","43,352","23,298",,,,,,,,100%,,,,Force Motors Ltd.,AUTO - LCVS & HCVS
147,15.98 K,144.10,143.60,145.45,28.64 K,"485,761","1,711,148","1,613,509","2,045,013",146.25,144.10,145.45,"3,609,020","10,338,584","10,121,189","9,435,446",100%,,,,Fortis Healthcare  Ltd.,HOSPITALS & MEDICAL SERVICES
148,38.71 K,67.80,67.60,68.20,17.58 K,"506,334","774,493","1,318,508","843,215",68.00,67.75,68.25,"3,164,550","5,153,050","8,896,817","4,876,056",100%,,,,Future Consumer  Ltd.,FINANCE - INVESTMENTS
149,2284,373.25,367.40,369.00,2050,"2,700","8,499","9,071","5,101",372.25,375.40,372.10,"38,467","111,585","90,230","60,171",,,,,Future Lifestyle Fashions Ltd.,RETAIL
150,1914,528.75,529.05,530.60,4092,"14,669","28,081","22,657","17,323",530.00,530.25,531.60,"391,227","420,158","365,247","360,557",100%,,,,Future Retail Ltd.,RETAIL
151,9034,465.00,468.50,468.90,2897,"237,707","124,694","226,584","174,205",468.50,468.50,468.75,"3,365,073","2,338,600","3,845,443","2,665,430",67%,,,,GAIL India Ltd.,OIL DRILLING AND EXPLORATION
152,8554,243.95,238.15,235.85,1464,"5,760","28,089","13,801","28,799",239.35,238.30,237.80,"63,197","251,249","132,578","249,881",100%,,,100%,Gateway Distriparks Ltd.,MISCELLANEOUS
153,18.88 K,138.55,139.40,137.40,15.66 K,"293,332","612,585","374,088","965,216",139.10,139.35,137.65,"1,630,314","4,302,775","2,267,575","7,153,988",,,,,Gati Ltd.,COURIERS
154,7036,215.65,213.45,218.30,9981,"30,032","1,575,999","675,105","3,007,267",214.05,214.35,218.70,"381,388","1,200,215","676,407","1,988,236",,,,,Gayatri Projects Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
155,494,936.95,929.40,928.00,987,"4,614","13,375","6,856","8,729",931.25,929.75,934.65,"64,555","108,614","53,496","78,696",,,,,GE Power India Ltd.,POWER - TRANSMISSION & EQUIPMENT
156,7684,460.00,447.95,451.15,4278,"23,234","53,688","24,326","33,895",450.75,446.65,450.95,"118,309","326,347","161,663","268,490",100%,,,,Great Eastern Shipping Company Ltd.,SHIPPING
157,4562,429.95,422.05,423.75,2518,"6,577","12,263","21,210","12,368",426.85,426.85,425.40,"38,227","82,511","73,412","99,526",,,,,GE T&D; India Ltd.,POWER - TRANSMISSION & EQUIPMENT
158,4934,438.65,434.00,448.45,3298,"27,741","19,153","26,223","20,437",436.70,434.65,447.20,"164,715","138,821","168,539","153,221",,,,,GIC Housing Finance Ltd.,FINANCE - HOUSING
159,148,6624.75,6595.95,6670.20,27,380,"1,740","3,204",442,6694.85,6606.25,6682.35,"5,710","6,304","7,453","3,404",100%,,,,Gillette India Ltd.,PERSONAL CARE
160,108,6600.00,6614.90,6636.85,533,719,"6,196","6,626","12,093",6620.00,6625.65,6641.40,"12,242","11,361","12,856","7,749",,,,,GlaxoSmithKline Consumer Healthcare Ltd.,FOOD PROCESSING
161,424,2467.00,2472.20,2472.50,367,"1,202","2,186","1,929","1,978",2477.90,2473.25,2473.60,"15,802","15,073","13,776","15,284",,,,,GlaxoSmithKline Pharmaceuticals Ltd.,PHARMACEUTICALS
162,5761,629.00,625.05,624.60,6095,"36,577","91,280","84,028","63,555",630.00,625.75,624.30,"320,742","1,424,509","1,084,320","861,288",60%,20%,60% buying,20%,Glenmark Pharma Ltd.,PHARMACEUTICALS
163,2.6 L,22.75,22.75,22.65,3.92 L,"6,055,616","7,716,143","6,946,061","10,598,989",22.90,22.75,22.65,"68,548,824","97,492,749","68,969,682","137,119,948",100%,,,,GMR Infrastructure Ltd.,INFRASTRUCTURE - GENERAL
164,7769,494.00,491.40,494.35,10.49 K,"210,764","400,604","289,524","671,514",495.00,492.65,495.25,"1,265,323","2,426,336","1,590,941","4,389,515",86%,,,,Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,FERTILISERS
165,306,990.75,985.20,988.75,790,"12,580","20,431","12,587","18,633",989.80,985.45,989.80,"50,067","174,296","110,083","103,494",,,,,Godfrey Phillips India Ltd.,CIGARETTES
166,772,1036.00,1032.00,1048.70,1262,"64,552","14,172","11,508","22,303",1036.80,1035.15,1050.95,"641,915","458,535","442,359","663,139",100%,,,,Godrej Consumer Products Ltd.,PERSONAL CARE
167,418,610.60,607.65,619.60,5319,"23,391","60,030","39,349","45,417",605.20,609.75,621.85,"323,086","502,304","424,227","300,976",,,,,Godrej Industries Ltd.,PERSONAL CARE
168,3137,802.05,793.95,822.20,1877,"22,316","69,781","33,983","75,005",795.35,795.35,824.05,"140,872","309,492","196,109","170,547",100%,,,,Godrej Properties Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
169,9102,136.50,136.05,135.90,18.57 K,"130,705","311,767","240,482","309,538",135.70,135.85,135.60,"1,191,952","3,234,629","2,576,569","2,956,444",,,,,Granules India Ltd.,PHARMACEUTICALS
170,2015,1220.05,1215.60,1220.75,529,"34,622","145,640","92,762","80,948",1220.00,1217.60,1223.55,"743,167","931,831","744,772","971,442",100%,,,100%,Grasim Industries Ltd.,DIVERSIFIED
171,17.84 K,137.00,137.05,137.70,30.39 K,"148,900","321,410","306,037","354,554",137.10,136.60,137.25,"941,983","2,028,511","1,689,665","2,084,452",100%,,,,Greaves Cotton Ltd.,ENGINES
172,1777,364.95,365.65,371.75,451,"4,544","47,806","112,265","26,538",367.70,364.45,371.35,"63,558","135,972","217,734","48,510",,,,,Greenply Industries Ltd.,MISCELLANEOUS
173,456,549.00,550.00,547.35,89,"2,081","30,249","11,411","58,303",548.30,545.40,547.40,"637,126","26,616","18,329","15,011",100%,,,100%,Grindwell Norton Ltd.,ABRASIVES
174,23.46 K,593.25,594.65,691.35,-,"337,560","55,031","27,261","95,583",600.00,598.10,687.80,"2,765,145","585,171","295,770","1,005,963",75%,,,25%,GRUH Finance Ltd.,FINANCE - HOUSING
175,10.88 K,151.00,150.65,152.50,17.87 K,"208,399","405,158","340,041","503,307",151.00,150.30,152.50,"1,793,284","3,641,903","2,853,245","4,889,697",100%,,,,Gujarat State Fertilizers & Chemicals Ltd.,FERTILISERS
176,1520,865.00,869.80,873.85,608,"25,649","60,660","33,525","61,422",874.00,871.40,876.00,"85,159","385,241","222,848","379,631",,,,,Gujarat Alkalies and Chemicals Ltd.,CHEMICALS
177,1060,876.80,875.80,884.35,1330,"1,860","4,403","4,751","4,895",894.85,875.75,888.85,"33,577","79,915","63,405","102,908",,,,,Gujarat Fluorochemicals Ltd.,CHEMICALS
178,4547,334.50,332.15,323.55,5890,"85,019","147,509","142,015","207,961",335.25,333.45,324.00,"434,077","748,720","834,397","1,174,307",100%,,,,Gujarat Heavy Chemicals Ltd.,CHEMICALS
179,11.95 K,150.70,150.90,150.30,8922,"50,743","77,637","70,373","92,697",150.10,151.15,149.75,"368,991","381,280","415,363","389,245",,,,,Gujarat Mineral Development Corporation Ltd.,MINING & MINERALS
180,5651,219.75,214.20,212.70,9118,"41,285","183,283","114,527","249,059",215.30,214.10,211.10,"592,738","564,848","788,584","620,342",,,,,Gujarat State Petronet Ltd.,OIL DRILLING AND EXPLORATION
181,314,870.00,876.70,866.20,458,"3,215","7,427","5,460","10,571",852.60,877.30,866.75,"29,339","55,495","56,162","77,255",100%,,,,Gujarat Gas Ltd.,OIL DRILLING AND EXPLORATION
182,19.57 K,154.00,152.90,152.70,7474,"44,582","217,557","106,355","333,252",152.10,153.35,153.15,"254,942","2,280,379","1,088,853","2,803,757",100%,,,,Gujarat Pipavav Port Ltd.,SHIPPING
183,212,905.00,912.10,925.40,297,"1,815","4,173","2,286","3,209",920.00,916.40,923.25,"15,746","40,175","32,661","56,888",100%,,,,Gulf Oil Lubricants India Ltd.,LUBRICANTS
184,67.91 K,41.15,41.90,42.10,19.94 K,"138,951","1,676,347","607,328","3,307,996",42.30,41.80,42.10,"879,723","4,924,979","1,903,877","9,533,543",,,,,Hathway Cable and Datacom Ltd.,MEDIA & ENTERTAINMENT
185,208,824.00,826.20,834.50,1333,"3,502","12,789","6,665","23,105",830.55,830.55,833.20,"272,119","33,610","52,582","44,541",,,,,Hatsun Agro Products Ltd.,FOOD PROCESSING
186,5079,548.90,551.40,546.95,3489,"38,225","78,130","73,906","75,057",548.00,552.10,547.60,"977,335","865,677","1,151,268","710,320",100%,,,,Havells India Ltd.,ELECTRIC EQUIPMENT
187,82.16 K,56.10,55.50,58.45,25.38 K,"1,239,488","1,276,856","1,381,487","880,642",56.00,55.85,58.50,"3,687,269","5,184,152","5,475,188","3,440,882",50%,,,50%,HCL Infosystems Ltd.,COMPUTERS - HARDWARE
188,2168,962.00,954.85,957.75,4296,"122,802","112,660","67,182","164,043",957.00,954.25,958.30,"2,374,219","1,742,138","1,532,802","2,084,901",100%,,,100%,HCL Technologies Ltd.,COMPUTERS - SOFTWARE
189,2982,1899.00,1897.00,1900.45,4686,"2,620,446","516,518","374,682","683,720",1897.00,1896.80,1901.25,"2,833,442","3,828,436","2,689,831","5,673,550",75%,,,25%,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING
190,5136,1935.00,1931.80,1951.20,19.06 K,"133,493","72,990","207,986","98,893",1935.15,1934.30,1952.20,"2,863,997","1,608,382","1,530,624","2,145,679",50%,,,50%,HDFC Bank Ltd.,BANKS - PRIVATE SECTOR
191,32.56 K,61.70,61.60,61.00,43.76 K,"3,084,499","3,637,039","3,173,366","4,092,214",61.50,61.60,60.90,"14,005,100","25,854,704","22,216,870","29,432,546",100%,,,,Housing Development and Infrastructure Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
192,11.52 K,161.00,162.85,162.55,8794,"65,052","148,210","74,965","213,683",164.00,162.90,162.35,"333,719","833,945","446,754","1,043,130",,,,,HeidelbergCement India Ltd.,CEMENT - MAJOR
193,1183,796.00,804.05,802.65,271,"1,541","3,056","3,306","3,745",804.65,800.25,800.40,"14,614","32,584","43,925","31,886",,,,,Heritage Foods Ltd.,FOOD PROCESSING
194,1940,3592.20,3592.20,3590.75,537,"9,327","53,445","35,761","84,898",3558.00,3593.35,3589.75,"295,410","310,238","353,215","342,443",50%,,,50%,Hero Motocorp Ltd.,AUTO - 2 & 3 WHEELERS
195,1171,338.10,347.70,350.80,3300,"28,014","69,789","72,892","47,259",347.95,347.00,350.40,"640,391","925,356","1,120,612","865,189",100%,,,100%,Hexaware Technologies Ltd.,COMPUTERS - SOFTWARE
196,2.06 L,31.20,30.90,32.45,1.19 L,"2,954,132","3,622,317","3,321,792","3,154,320",31.10,31.05,32.50,"10,465,278","15,379,720","13,688,555","12,197,050",100%,,,,Himachal Futuristic Communication Ltd.,TELECOMMUNICATIONS - EQUIPMENT
197,2353,395.00,398.90,392.75,3160,"17,492","31,777","77,099","22,326",400.00,397.60,391.70,"127,671","175,132","154,240","88,752",100%,,,,Himatsingka Seide Ltd.,TEXTILES - SYNTHETIC & SILK
198,1.16 L,36.90,36.70,36.95,37.41 K,"1,864,935","1,996,717","2,030,621","2,444,993",36.90,36.65,36.90,"14,424,200","14,488,424","11,632,309","17,178,643",100%,,,,Hindustan Construction Company Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
199,27.51 K,87.15,87.05,86.85,49.34 K,"451,185","710,655","1,042,636","652,113",87.40,87.20,86.90,"2,409,283","3,508,459","5,449,191","2,906,098",67%,,,33%,Hindustan Copper Ltd.,METALS - NON FERROUS
200,4025,307.00,308.70,300.95,9152,"175,483","124,631","84,910","159,698",307.10,308.30,299.35,"2,349,471","1,214,503","1,158,933","1,428,175",100%,,,,Hindustan Zinc Ltd.,METALS - NON FERROUS
201,5341,255.00,253.80,258.20,7221,"447,507","567,505","477,185","731,207",254.00,253.90,258.00,"5,898,314","7,226,952","8,094,118","8,370,790",60%,,,40%,Hindalco Industries Ltd.,ALUMINIUM
202,26,17527.00,17704.40,17900.65,41,64,217,327,256,17850.00,17751.95,17913.80,337,"1,364","2,865","1,441",,,,,Honeywell Automation Ltd.,TELECOMMUNICATIONS - EQUIPMENT
203,10.92 K,412.55,411.05,416.55,5725,"135,963","187,792","282,387","220,157",413.90,411.75,416.20,"2,808,244","3,264,963","3,244,420","3,711,718",100%,,,,Hindustan Petroleum Corporation Ltd.,REFINERIES
204,2328,472.00,476.30,482.75,2574,"10,183","37,100","17,965","68,241",480.00,479.20,482.05,"44,410","89,034","72,700","116,376",100%,,,,HSIL Ltd.,CERAMICS & GRANITE
205,2749,1365.00,1357.60,1362.55,3396,"92,027","108,588","80,671","125,812",1370.40,1356.95,1362.45,"1,491,194","1,061,609","1,006,869","1,393,737",100%,,,,Hindustan Unilever Ltd.,PERSONAL CARE
206,14.97 K,346.60,346.10,353.55,23.89 K,"17,406,536","721,638","1,325,905","1,100,012",347.45,346.15,353.60,"18,812,611","18,144,877","13,491,719","28,691,694",65%,4%,65% buying,31%,ICICI Bank Ltd.,BANKS - PRIVATE SECTOR
207,2974,412.00,411.50,429.45,8414,"823,017","95,058","84,568","84,144",414.80,412.45,429.70,"7,344,109","1,312,817","1,038,571","1,205,099",100%,,,,ICICI Prudential Life Insurance Company Ltd.,FINANCE - GENERAL
208,33,3950.00,3998.90,3923.30,81,18,803,"2,167",517,3950.60,3990.20,3969.05,"1,037","2,186","2,590","2,487",,,,,ICRA Ltd.,MISCELLANEOUS
209,15.36 K,60.10,60.20,60.40,16.34 K,"416,308","538,595","444,952","701,193",60.00,60.15,60.55,"3,092,832","4,106,231","3,841,064","4,619,819",,,,,IDBI Bank,BANKS - PUBLIC SECTOR
210,20.9 K,101.85,100.90,102.30,37.1 K,"1,334,736","2,419,409","1,486,173","1,901,271",101.10,101.10,102.30,"10,480,663","26,293,885","15,959,439","16,502,734",69%,,,31%,Idea Cellular Ltd.,TELECOMMUNICATIONS - SERVICE
